Wallet Address,Name Tag
"0x290275e3db66394C52272398959845170E4DCb88","Binance 68"
"0x505e71695E9bc45943c58adEC1650577BcA68fD9","Binance 69"
"0xBE0eB53F46cd790Cd13851d5EFf43D12404d33E8","Binance 7"
"0x3304E22DDaa22bCdC5fCa2269b418046aE7b566A","Binance 73"
"0x001866Ae5B3de6cAa5a51543FD9fB64f524F5478","Binance 9"
"0x9430801EBAf509Ad49202aaBC5F5Bc6fd8A3dAf8","Binance: Deposit Funder 1"
"0x631Fc1EA2270e98fbD9D92658eCe0F5a269Aa161","Binance: Hot Wallet"
"0x161bA15A5f335c9f06BB5BbB0A9cE14076FBb645","Binance: Hot Wallet 11"
"0x515b72Ed8a97F42C568D6A143232775018f133C8","Binance: Hot Wallet 12"
"0xBD612a3f30dcA67bF60a39Fd0D35e39B7aB80774","Binance: Hot Wallet 13"
"0x7a8A34DB9acD10C3b6277473b192FE47192569cA","Binance: Hot Wallet 14"
"0x1D40B233CdF2cC0CDC347d5401D5b02c2831A0c1","Binance: Hot Wallet 15"
"0xB1256D6b31E4Ae87DA1D56E5890C66be7f1C038e","Binance: Hot Wallet 2"
"0xF977814e90dA44bFA03b6295A0616a897441aceC","Binance: Hot Wallet 20"
"0x01C952174C24E1210d26961D456A77A39e1F0BB0","Binance: Hot Wallet 23"
"0xEe7aE85f2Fe2239E27D9c1E23fFFe168D63b4055","Binance: Hot Wallet 34"
"0x97b9D2102A9a65A26E1EE82D59e42d1B73B68689","Bitget 3"
"0x678cBCa3a5Cc152Ae00F77b85B14151D761b44Be","Bybit"
"0x2deD5ce31a0C61eCaf6429A1ba1A00b2bFe67099","Bybit: Deposit Funder 4"
"0xBaeD383EDE0e5d9d72430661f3285DAa77E9439F","Bybit: Hot Wallet 6"
"0x20FE51A9229EEf2cF8Ad9E89d91CAb9312cF3b7A","Coinbase 14"
"0x739120AdE7ED878FcA5bbDB806263a8258FE2360","Coinbase 22"
"0x6dcBCe46a8B494c885D0e7b6817d2b519dF64467","Coinbase 25"
"0xD34EA7278e6BD48DefE656bbE263aEf11101469c","Coinbase 27"
"0x1985EA6E9c68E1C272d8209f3B478AC2Fdb25c87","Coinbase 35"
"0xB4807865A786E9E9E26E6A9610F2078e7fc507fB","Coinbase 36"
"0x40EbC1Ac8d4Fedd2E144b75fe9C0420BE82750c6","Coinbase 42"
"0xeF0D482Daa16fa86776Bc582Aff3dFce8d9b8396","Coinbase: Commerce"
"0x19184aB45C40c2920B0E0e31413b9434ABD243eD","CoinSpot 13"
"0x46340b20830761efd32832A74d7169B29FEB9758","Crypto.com 12"
"0xCe2CC46682E9C6D5f174aF598fb4931a9c0bE68e","Crypto.com 2"
"0xAe45a8240147E6179ec7c9f92c5A18F9a97B3fCA","Crypto.com: Deposit Funder"
"0x0D0707963952f2fBA59dD06f2b425ace40b492Fe","Gate 1"
"0x7793cD85c11a924478d358D49b05b37E91B5810F","Gate 2"
"0x1C4b70a3968436B9A0a9cf5205c787eb81Bb558c","Gate 3"
"0x234EE9e35f8e9749A002fc42970D570DB716453B","Gate 4"
"0xC882b111A75C0c657fC507C04FbFcD2cC984F071","Gate 5"
"0x05EE546c1a62f90D7aCBfFd6d846c9C54C7cF94c","Gate 6"
"0xeB01f8cdAE433E7B55023fF0B2DA44C4c712DCE2","Gate 7"
"0x6596Da8B65995d5feaCfF8c2936f0b7a2051B0D0","Gate: Deposit Funder"
"0x85FAa6C1F2450b9caEA300838981C2e6E120C35c","Gate: Internal"
"0x84383bB1DF1081a264eb100822388676bB8a37b3","KeySecure 3"
"0xD6216fC19DB775Df9774a6E33526131dA7D19a2c","KuCoin 6"
"0x4e3ae00E8323558fA5Cac04b152238924AA31B60","MEXC 15"
"0xB60C61DBb7456f024f9338c739B02Be68e3F545C","Nexo 55"
"0x9bdB521a97E95177BF252C253E256A60C3e14447","Nexo: Corporate Treasury"
"0xFd92F4e91d54B9EF91cc3f97C011a6aF0C2a7eDa","OKX"
"0xcDd37Ada79F589c15bD4f8fD2083dc88E34A2af2","SideShift: Hot Wallet"
"0xB3f923eaBAF178fC1BD8E13902FC5C61D3DdEF5B","(No Tag)"
"0x47ac0Fb4F2D84898e4D9E7b4DaB3C24507a6D503","(No Tag)"
"0xFF0a024B66739357c4ED231fB3DBC0c8C22749F5","(No Tag)"
"0x7884F51dC1410387371ce61747CB6264E1dAeE0B","(No Tag)"
"0x9BE89D2a4cd102D8Fecc6BF9dA793be995C22541","(No Tag)"
"0xD2C0B70B9b451f7e2688D72460215d84caA6Cbe4","Binance 101"
"0xf6436829Cf96EA0f8BC49d300c536FCC4f84C4ED","Binance 102"
"0xcC71DD74183Ea325f537665678263565c0b7E493","Binance 103"
"0xE4B5B2667e049ac8C79Ae6c5a7E3300815aA32BE","Binance 104"
"0x00f9451385bF75910D80374EB42EDf36D1a3f243","Binance 105"
"0x4fdFE365436b5273a42F135C6a6244A20404271E","Binance 106"
"0x18e226459CCf0Eec276514a4fd3b226D8961e4d1","Binance 107"
"0xef268b5C05452D63a17Da12f562368e88a036Ef1","Binance 108"
"0xCddc5d0Ebeb71a08ffF26909AA6c0d4e256b4fE1","Binance 109"
"0xABa2D404C5C41da5964453A368aFF2604Ae80A14","Binance 110"
"0xab72Bd3Eb3B5cc90165fA39da85ad0d496330c00","Binance 111"
"0xA64B436964e7415C0e70B9989A53e1fB9a90E726","Binance 112"
"0x978B21a854dbEFcD6d51DFd269875d158046240b","Binance 113"
"0x64de13c46f627D9C86212050D48756fb65C06d8A","Binance 114"
"0x4AEc0e98fC1fb55B9cc2FAAA7a81acCa42CB4e96","Binance 115"
"0x43839fE6bb18eae45c4228E5D6C8521A9ab57B6E","Binance 116"
"0x43684D03D81d3a4C70da68feBDd61029d426F042","Binance 117"
"0x3BCE63C6C9ABf7A47f52c9A3a7950867700B0158","Binance 118"
"0x308A2a0712570DAEEA77c8bA9c27A32CDC4000d4","Binance 119"
"0x1B46970Cfe6A271E884F636663c257a5A571fb2C","Binance 120"
"0x030E37Ddd7dF1b43db172b23916D523F1599c6CB","Binance 121"
"0x835678a611B28684005a5e2233695fB6cbbB0007","Binance 70"
"0x07B664C8aF37EdDAa7e3b6030ed1F494975e9DFB","Binance 71"
"0xa7C0D36c4698981FAb42a7d8c783674c6Fe2592d","Binance 74"
"0x7E278a68A35D76A7E4b2C9d8b778aCD775C6d832","Binance 75"
"0x001cEb373C83ae75b9f5CF78Fc2aBa3e185d09E2","Binance 76"
"0x923fc76cB13A14e5A87843d309C9f401EC498E2d","Binance 77"
"0x3CDfB47b0E910d9190eD788726cD72489bf10499","Binance 78"
"0x417850c1Cd0fB428eb63649E9DC4C78edE9A34E8","Binance 79"
"0xb32e9A84Ae0B55b8ab715e4Ac793a61B277bAFA3","Binance 80"
"0x4aeFa39caEAdD662aE31ab0CE7c8C2c9c0a013E8","Binance 81"
"0x87917D879ba83CE3Ada6e02d49A10c1eC1988062","Binance 82"
"0x7AeD074cA56F5050D5A2E512eCc5bf7103937d76","Binance 83"
"0xA84fD90d8640FA63D194601E0B2D1c9094297083","Binance 84"
"0x6D8bE5cdf0d7DEE1f04E25FD70B001AE3B907824","Binance 85"
"0xEb25DF7c79a85640c4420680461DCDFD91F0dfAd","Binance 86"
"0x6bE5A267B04E9f24CdC1824fd38d63c436be91aB","Binance 87"
"0x3931dAb967C3E2dbb492FE12460a66d0fe4cC857","Binance 89"
"0xaD354CfBAa4A8572DD6Df021514a3931A8329Ef5","Binance 90"
"0xe1940f578743367F38D3f25c2D2d32D6636929B6","Binance 91"
"0x25681Ab599B4E2CEea31F8B498052c53FC2D74db","Binance 94"
"0x29Fe6c66097F7972d8e47c4f691576327Fcf9A12","Binance 95"
"0xFDD2Ba77DB02Caa6a9869735dAC577d809CaDd11","Binance 96"
"0x9BF4001d307dFd62B26A2F1307ee0C0307632d59","Binance 97"
"0xDeE6238780f98c0ca2c2C28453149bEA49a3Abc9","Binance 98"
"0x6d9348910e6ED90C1Bb170c47965F5F7b8e19763","Binance 99"
"0x8B99F3660622e21f2910ECCA7fBe51d654a1517D","Binance Charity"
"0xef7fb88F709aC6148C07D070BC71d252E8E13b92","Binance Internal"
"0xAB83D182f3485cf1D6ccdd34C7CFEf95b4C08da4","Binance JEX"
"0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1","Binance Pool"
"0x61189Da79177950A7272c88c6058b96d4bcD6BE2","Binance US"
"0x34ea4138580435B5A521E460035edb19Df1938c1","Binance US 2"
"0xf60c2Ea62EDBfE808163751DD0d8693DCb30019c","Binance US 3"
"0x43c5b1C2bE8EF194a509cF93Eb1Ab3Dbd07B97eD","Binance US 4"
"0x21d45650db732cE5dF77685d6021d7D5d1da807f","Binance US 5"
"0x211Ee0129A67e7D44514152eB43D9f31103Ac46B","Binance US 6"
"0x9223C017a39d4806d1D92c15046Ae28c32c6D8E7","Binance US 7"
"0xD5C08681719445A5Fdce2Bda98b341A49050d821","Binance US 8"
"0xA74E8aE2F83d2564Af25420Ad4D6A7Fe224B053F","Binance US 9"
"0xb14A67c63BDA5024D2EffD53Aa16A00bB7F9A30a","Binance US: Deposit Funder 1"
"0xb650B0b1f183D59343dA753d94C068bFEA92693D","Binance US: Deposit Funder 2"
"0x70D5cCC14a1a264c05Ff48B3ec6751b0959541aA","Binance US: ETH Staking 1"
"0xfFd22b84fB1d46ef74Ed6530b2635BE61340f347","Binance US: ETH Staking 2"
"0x0b95993A39A363d99280Ac950f5E4536Ab5C5566","Binance: Contract"
"0xFc19E4Ce0e0a27B09f2011eF0512669A0F76367A","Binance: Deployer 3"
"0x8f80C66C70cBC52009babB04c1CadF9b40109289","Binance: Deposit Funder 2"
"0x15ecE0d7de25436bCfcF3D62A9085Ddc7838aeE9","Binance: Deposit Funder 3"
"0x370b8EAad4e5970a853d25cD26a499150FD38274","Binance: Deposit Funder 5"
"0xF3084ed5596c3eF9fCf53689da3B998e621a34C4","Binance: Deposit Funder 6"
"0x50460c4CD74094CD591F455caD457e99c4AB8Be0","Binance: Deposit Funder 7"
"0x9CD1AC952951fe63C658589db0DdE32fc55b815B","Binance: Deposit Funder 8"
"0xfE9CDb35F8c777e73DdD303EfA4fdd7D6071B81f","Binance: Deposit Funder 9"
"0x2f47A1c2Db4a3B78CDA44eADE915c3b19107DDcc","Binance: Eth2 Depositor"
"0x50fF765A993400CD62B61Cfa4Bb33B1dDF694eC7","Binance: Eth2 Depositor 14"
"0xF17ACEd3c7A8DAA29ebb90Db8D1b6efD8C364a18","Binance: Eth2 Depositor 16"
"0xBdD75A97c29294FF805FB2fEe65aBd99492b32A8","Binance: Eth2 Depositor 2"
"0xf92402bB795Fd7CD08fb83839689DB79099C8c9C","Binance: Hot 1"
"0xEB2d2F1b8c558a40207669291Fda468E50c8A0bB","Binance: Hot Wallet 10"
"0xa180Fe01B906A1bE37BE6c534a3300785b20d947","Binance: Hot Wallet 16"
"0x29bDfbf7D27462a2d115748ace2bd71A2646946c","Binance: Hot Wallet 17"
"0x73f5ebe90f27B46ea12e5795d16C4b408B19cc6F","Binance: Hot Wallet 18"
"0x1FBe2AcEe135D991592f167Ac371f3DD893A508B","Binance: Hot Wallet 19"
"0x66F791456b82921CBc3F89A98c24Ea21784973a1","Binance: HTX Deposit"
"0xE69f81b825d7Dc31ee9becef4DbEab5cf30e3Abb","Binance: Internal 2"
"0x0f7b0c7d9Ea425B451d0738c2ecE43161eFF64BC","Binance: JEX 2"
"0xdccF3B77dA55107280bd850ea519DF3705D1a75a","Binance: Withdrawals 2"
"0xe2fc31F816A9b94326492132018C3aEcC4a93aE1","Binance: Withdrawals 7"
"0x1Db92e2EeBC8E0c075a02BeA49a2935BcD2dFCF4","Bybit: Cold Wallet 1"
"0xf89d7b9c864f589bbF53a82105107622B35EaA40","Bybit: Hot Wallet"
"0xA7A93fd0a276fc1C0197a5B5623eD117786eeD06","Bybit: Hot Wallet 2"
"0xe1ab8c08294F8ee707D4eFa458eaB8BbEeB09215","Bybit: Hot Wallet 3"
"0xee5B5B923fFcE93A870B3104b7CA09c3db80047A","Bybit: Hot Wallet 4"
"0xF5F3436A05B5CEd2490DAE07B86EB5BbD02782aA","Bybit: Hot Wallet 7"
"0x4A9E49A45A4b2545Cb177F79C7381A30e1Dc261F","Ceffu: Custody Hot Wallet"
"0x0E4158C85FF724526233c1aeB4fF6f0C46827FbE","Ceffu: Hot Wallet"
"0x871baeD4088b863fd6407159f3672D70CD34837d","(No Tag)"
"0xA9D1e08C7793af67e9d92fe308d5697FB81d3E43","(No Tag)"
"0x23f4569002a5A07f0Ecf688142eEB6bcD883eeF8","Blockchain.com 1"
"0xC88F7666330b4b511358b7742dC2a3234710e7B1","Blockchain.com 2"
"0xA00E2A7652248AbEb209398227DAE413E9479e52","Blockchain.com 3"
"0x52749D8c2f70f7ea6343054b7a04FB16337e5F58","Blockchain.com 4"
"0x46E0813Dcb480517e3E73449761BDc596e424A79","Blockchain.com 5"
"0x9AA65464b4cFbe3Dc2BDB3dF412AeE2B3De86687","Blockchain.com 6"
"0xfC3E21f959551512D68b6b00F8931593D3106151","Blockchain.com 7"
"0x8badd8b59DdAf9A12c4910Ca1B2E8ea750A71594","Blockchain.com 8"
"0x25eAff5B179f209Cf186B1cdCbFa463A69Df4C45","Blockfolio"
"0x1c3944173abee256456B1498299FC501AD5bBd6f","Bybit 10"
"0xA6a9F45518881a788e29F82a032f9d400177D2B6","Bybit 12"
"0xb5873e333161E5b45AdAc57379ec2B15d861178D","Bybit 13"
"0x0051Ef9259C7EC0644A80E866aB748A2F30841b3","Bybit 14"
"0x828424517F9F04015db02169f4026D57B2B07229","Bybit 15"
"0x869bCEE3a0baD2211A65c63eC47DBD3D85A84D68","Bybit 16"
"0x318d2aAe4C99c2e74F7B5949fa1C34DF837789B8","Bybit 17"
"0x3Bd0e57e2917d3d9a93F479b3a23B28C3f31a789","Bybit 18"
"0x4865d4bCf4AB92e1c9ba5011560E7D4c36f54106","Bybit 19"
"0x88a1493366D48225fc3cEFbdae9eBb23E323Ade3","Bybit 2"
"0x72187DB55473B693Ded367983212FE2db3768829","Bybit 20"
"0xCab3F132A11E5b723Fc20dDAB8bb1B858d00a8E8","Bybit 21"
"0x25c7d768a7D53E6EBE5590c621437126c766E1EA","Bybit 22"
"0xC22166664e820cdA6bf4cedBdbb4fa1E6A84C440","Bybit 23"
"0xF2f40C3Bb444288f6F64d8336dCc14dBD929FD94","Bybit 24"
"0x63beE4A7e4aa5d76Dc6AB9b9d1852AABB9a40936","Bybit 25"
"0x6B9B774502E6aFAAfCac84f840AC8A0844A1aBe3","Bybit 26"
"0x80a9B4aAb0AD3c73cCE1C9223236b722DB5d6628","Bybit 27"
"0xDAe4fdcB7fc93738eC6D5b1Ea92b7c7F75e4f2f6","Bybit 28"
"0xBCE9aECd3985D4cBB9D273453159A26301Fa02ef","Bybit 29"
"0x1e32760a3285550278aEAFA776E5641bC581C845","Bybit 3"
"0x2fFcb90D6455B99Ec14B4842F82b504daE80736B","Bybit 30"
"0xc3350595eD42EbE94556277bc77D257c76065291","Bybit 31"
"0x79Ae8c1b31B1E61C4B9d1040217a051F954d4433","Bybit 32"
"0x3fB00e38602C6A501e19EDA24787f40bccEf0432","Bybit 33"
"0x12136E543b551ecDfdEa9a0ED23eD0eFf5505ee0","Bybit 4"
"0x4Ce053dFe58541E08F149C1050EB3dF09d7A40bc","Bybit 5"
"0xD8DB73F025adF9F1f6A754A4B0b7A9349B7Ff128","Bybit 6"
"0x57b83AAFf113eF81a729B63274ed6F17404C9bA6","Bybit 7"
"0x3Ddb5d1247Adc837cEC3Ba81edc923A4a230AA8f","Bybit 8"
"0x0d4Dc3b8BecC98782309e443a6dA4b9455B5CA48","Bybit 9"
"0xEC949f12A3acaB835F3eED8b54B7361a8fbb3ee0","Bybit: Cold Wallet"
"0xab97925eB84fe0260779F58B7cb08d77dcB1ee2B","Bybit: Deposit Funder"
"0xa95B83af96d0B8A90BD507f2Bd82aD8F3dbb86BC","Bybit: Deposit Funder 2"
"0xF65d698D18bC37bF36e4C8D4Fe4F051EF570e2B6","Bybit: Deposit Funder 3"
"0x2C7DAb4B02b77603eF16a7aeA8E30F137e8C1b93","Bybit: Deposit Funder 5"
"0x8E4D553557727d4A299ab2108215e614e6a3F6c0","Bybit: Deposit Funder 6"
"0xa1abfA21f80ecf401bd41365adBb6fEF6fEfDF09","Bybit: Hot Wallet 12"
"0x18E296053CbDF986196903e889b7DcA7A73882F6","ByBit: Hot Wallet 5"
"0x4230C402c08cB66DCf3820649A115e54661FCe9D","Bybit: Hot Wallet 8"
"0x3D5202A0564De9B05eCd07C955BcCA964585ea03","ByBit: Hot Wallet 9"
"0x260B364fe0d3d37E6Fd3cda0FA50926A06C54cEa","Bybit: Opensea User"
"0x71660c4005BA85c37ccec55d0C4493E66Fe775d3","Coinbase 1"
"0x503828976D22510aad0201ac7EC88293211D23Da","Coinbase 12"
"0xddfAbCdc4D8FfC6d5beaf154f18B778f892A0740","Coinbase 23"
"0x3cD751E6b0078Be393132286c442345e5DC49699","Coinbase 33"
"0xb5d85CBf7cB3EE0D56b3bB207D5Fc4B82f43F511","Coinbase 44"
"0xeB2629a2734e272Bcc07BDA959863f316F4bD4Cf","Coinbase 54"
"0xD688AEA8f7d450909AdE10C47FaA95707b0682d9","Coinbase 55"
"0x02466E547BFDAb679fC49e96bBfc62B9747D997C","Coinbase 56"
"0x6b76F8B1e9E59913BfE758821887311bA1805cAB","Coinbase 57"
"0x904cC2B2694FFa78F04708D6F7dE205108213126","Deribit 1"
"0x63F41034871535ceE49996Cc47719891Fe03dff9","Deribit 10"
"0x9cf8d36F4Aab14Ef4975aC6C98f896865F0900c5","Deribit 11"
"0x58F56615180A8eeA4c462235D9e215F72484B4A3","Deribit 12"
"0x2EeD6A08Fb89a5CD111efA33F8DcA46CfdBE370F","Deribit 13"
"0x1baE874af9f81B8F93315b27F080260Da4702D3a","Deribit 14"
"0xBdEa7A9a536Ae525a71a70D308d0BA00899D64E3","Deribit 15"
"0x866c9a77d8Ab71d2874703e80cb7aD809b301e8e","Deribit 16"
"0x2563328d58AC7eE9e930E89C29Ce96046a291207","Deribit 17"
"0xA0F6121319a34f24653fB82aDdC8dD268Af5b9e1","Deribit 2"
"0x062448f804191128D71FC72e10a1D13Bd7308e7E","Deribit 3"
"0xA7e15eF7C01B58eBe5eF74Aa73625Ae4b11FE754","Deribit 4"
"0x6B378bE3c9642ccF25b1A27faCb8ace24aC34A12","Deribit 5"
"0x2eeD6a08Fb89a5CD111efA33f8DcA46CfbEB370f","Deribit 6"
"0xcFEe6efEc3471874022e205f4894733C42CbBF64","Deribit 7"
"0x5f397B62502e255f68382791947D54C4B2d37F09","Deribit 8"
"0x77021d475E36b3ab1921a0e3A8380f069d3263de","Deribit 9"
"0x9FaE72D291949Ed6fa8b74881328FDc123C645D3","Deribit: Celsius Network Deposit"
"0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2","FTX 1"
"0x46cE2DA01290EA2D1BCED39BbA149d017DF34CB9","FTX 10"
"0xA182aAB7B51232FBFABC22d989f21d264B0B246f","FTX 11"
"0x3701F04E25b57e549A2a348C18e2d925C2805602","FTX 12"
"0x42d6Ce661bB2e5F5cc639E7BEFE74Ff9Fd649541","FTX 13"
"0xC098B2a3Aa256D2140208C3de6543aAEf5cd3A94","FTX 2"
"0xd8019a114e86ad41D71a3EeB6620b19Dd166A969","FTX 3"
"0x41772eDd47D9DDF9ef848cDB34fE76143908c7Ad","FTX 4"
"0x279f8940ca2a44C35ca3eDf7d28945254d0F0aE6","FTX 5"
"0x9ade1c17d25246c405604344f89E8F23F8c1c632","FTX 6"
"0xA60113f7d43130919802b0863abdCdb956664fD5","FTX 7"
"0x6E685A45Db4d97BA160FA067cB81b40Dfed47245","FTX 8"
"0x7abE0cE388281d2aCF297Cb089caef3819b13448","FTX 9"
"0x77f33dA6046A03EBB0e6D33A26Cb49bD738774ff","FTX: Banruptcy Dust Collector"
"0x51bfacfcE67821EC05d3C9bC9a8BC8300fB29564","FTX: Banruptcy Hot"
"0x6001CE416FF9801dba27c6eb217DfD7C258f6d27","FTX: Banruptcy MultiSig"
"0x97f991971a37D4Ca58064e6a98FC563F03A71E5c","FTX: Cold 1"
"0x93c3Cf42439dC4Cce8fA5F3dA078FAcC9FbB4C15","FTX: Cold 2"
"0x772589e99bC9C54DD40acb7d73F88Ccbc9D9CF47","FTX: Deployer"
"0xA98F8fda8cC449e99183229BB906ceFb246a7ef3","FTX: Whitehat"
"0xC070A61D043189D99bbf4baA58226bf0991c7b11","Coinbase 10"
"0xC803FD4AA37D4Af52C9A5bdDA5e62163F5CEc859","Coinbase 100"
"0xfEAEb8Ddf11adF7c5209Ae09cd42dFF290cD8911","Coinbase 101"
"0x0Ff64c53D295533A37F913BB78bE9E2aDC78F5FE","Coinbase 102"
"0xEfD9096FAEf893f5f4e12481C0897Ff1e6aDE1A7","Coinbase 103"
"0x8611962420Bb541853c55A6E2cb55ba217272AeD","Coinbase 104"
"0x88D9B2fb5fD9f5e0395c065205e83e7ee461802f","Coinbase 105"
"0xB8b6Fe7F357ADeaB950AC6c270ce340a46989cE1","Coinbase 106"
"0x21236711e0668c231d29813bEcBe36FDa27B240e","Coinbase 107"
"0xb82b1A1054d1318Cd7D94F35968e7dC8d7745d7A","Coinbase 108"
"0x9fABD6E7EB55af696736B1D16730ab7fF14Af58a","Coinbase 109"
"0xC8373EDFaD6d5C5f600b6b2507F78431C5271fF5","Coinbase 11"
"0xABfE11c8B2F32b45110cF25f17677E844fF0fC08","Coinbase 110"
"0x79f67f689B9925710D4ddA2A39d680E9CeA61C81","Coinbase 111"
"0x368d43c23843ca9b49DC861d80251BDA6A090367","Coinbase 112"
"0x595Faf77e533a5Cd30Ab5859C9A0116DE8bAD8Db","Coinbase 113"
"0x1BD3fC5AC794E7Af8e834A8a4D25B08acD9266ce","Coinbase 114"
"0xF481B7faB9f5d0e74f21ae595a749634FB053619","Coinbase 115"
"0xd47B4A4C6207B1EE0eb1dd4e5c46A19b50FEC00B","Coinbase 116"
"0xd65fB7d4cB595833e84c3C094BD4779BAB0d4c62","Coinbase 117"
"0xB624219480543C54603fb6b07d5eb347E51bffe0","Coinbase 13"
"0x333d17d3B42bf7930Dbc6e852cA7Bcf560A69003","Coinbase 15"
"0x9810762578aCCF1F314320CCa5B72506aE7D7630","Coinbase 16"
"0x3DD1D15b3c78d6aCFD75a254e857Cbe5b9fF0aF2","Coinbase 17"
"0xf491d040110384DBcf7F241fFE2A546513fD873d","Coinbase 18"
"0xc7bf35C9A3Bdd1B1c19A6963De669cb45191A019","Coinbase 19"
"0x05e3a758FdD29d28435019ac453297eA37b61b62","Coinbase 20"
"0xa3682Fe8fD73B90A7564585A436EC2D2AEb612eE","Coinbase 21"
"0x8af8485e1F178be06386CD3877Fde20626e0284F","Coinbase 24"
"0xa656f7d2A93A6F5878AA768f24eB38Ec8C827fE2","Coinbase 26"
"0xE68Ee8A12c611fd043fB05d65E1548dC1383f2b9","Coinbase 28"
"0x28C5B0445d0728bc25f143f8EbA5C5539fAe151A","Coinbase 29"
"0x77696bb39917C91A0c3908D577d5e322095425cA","Coinbase 3"
"0xc9AAA6cA0e05B87d53A3E51Edbc44b406EEaF299","Coinbase 30"
"0x7eD53F6E3dE6B2b4156FA8E618506E60D8E65843","Coinbase 31"
"0x5122E9AA635C13AFD2fc31De3953E0896bac7aB4","Coinbase 32"
"0xD839C179a4606F46abD7A757f7Bb77D7593aE249","Coinbase 34"
"0x731307f3B12cC56191aDE83ea630a377D9a941F6","Coinbase 37"
"0x28E71d0b7f7f29106a1bE2A5B289cab331E7B56f","Coinbase 38"
"0x4D8336bDa6C11BD2a805C291Ec719BaeDD10AcB9","Coinbase 39"
